Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Ram_GB,Memory,Gpu,OpSys,Weight_kg,CPU_GHz,ScreenWidth_px,ScreenHeight_px,Touchscreen,IPS,CPU_Brand,GPU_Brand,Price
Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,1.6,1366,768,1,0,Intel,Intel,25308.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,2.4,1920,1080,0,0,Intel,Intel,101232.0
Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,4.0,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,2.3,1366,768,0,0,Intel,Nvidia,30849.12
Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,2.7,1366,768,0,0,Intel,Intel,45282.672
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,8.0,256GB SSD,Intel HD Graphics 540,Windows 10,1.3,1.8,3200,1800,1,1,Intel,Intel,63882.72
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,1920,1080,0,1,Intel,Nvidia,58554.72
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,8.0,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,2.6,1920,1080,0,0,Intel,Nvidia,83170.08
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,3840,2160,0,1,Intel,Nvidia,152859.7872
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,2.5,1366,768,0,0,Intel,Intel,31914.72
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,2.8,1920,1080,0,1,Intel,Nvidia,55837.44
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,2.8,1920,1080,0,0,Intel,Intel,99047.52
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,8.0,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1.2,2400,1600,1,0,Intel,Intel,83063.52
Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,2.5,3200,1800,0,1,Intel,Intel,60153.12
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,2.0,1366,768,0,0,Intel,Intel,45234.72
Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,2.3,1366,768,0,0,Intel,Intel,34898.4
Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,1.1,1366,768,0,0,Intel,Nvidia,25059.7152
Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,2.6,3840,2160,1,1,Intel,Nvidia,58554.72
Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,2.7,1920,1080,1,0,Intel,Intel,85194.72
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 505,Linux,2.1,1.1,1366,768,0,0,Intel,Intel,15877.44
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,?,AMD Radeon R7 M445,Windows 10,2.3,2.7,1920,1080,0,0,Intel,AMD,62938.0656
Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,256GB SSD,AMD Radeon 540,Windows 10,1.71,2.7,1920,1080,1,0,Intel,AMD,95850.72
Toshiba,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.75,2.3,1366,768,0,1,Intel,Intel,54345.6
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,2.8,1920,1080,0,0,Intel,Nvidia,58554.72
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,12.0,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,2.7,1920,1080,1,0,Intel,Nvidia,44701.92
Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,16.0,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2.7,3840,2160,0,0,Intel,Nvidia,126273.6
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,2.4,1920,1080,0,1,Intel,Intel,33886.08
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2.8,1920,1080,0,0,Intel,Nvidia,154458.72
Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,8.0,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,1.1,1920,1080,0,0,Intel,Intel,31003.632
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,32.0,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,191211.264
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,2.6,1920,1080,0,1,Intel,Nvidia,125208.0
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,16.0,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,2.6,1920,1080,0,1,Intel,Nvidia,93985.92
Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8GB,8.0,1TB HDD,Intel HD Graphics 405,No OS,2.2,1.6,1366,768,0,0,Intel,Intel,17529.12
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,2.7,1920,1080,0,0,Intel,Intel,122490.72
MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,2.8,1920,1080,0,1,Intel,Nvidia,100752.48
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,1920,1080,0,0,Intel,Nvidia,58021.92
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,4.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,2.8,1920,1080,0,1,Intel,Nvidia,53226.72
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,2.8,1920,1080,0,1,Intel,Nvidia,122490.72
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,2.5,1920,1080,0,0,Intel,Nvidia,52480.8
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24,2.8,1920,1080,0,0,Intel,Nvidia,71341.92
Vero,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22,1.1,1920,1080,0,0,Intel,Intel,10810.512
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,2.7,1920,1080,1,1,Intel,Intel,104961.6
Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,2.5,1920,1080,1,0,Intel,AMD,51095.52
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,8.0,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,1.2,2304,1440,0,1,Intel,Intel,62071.2
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2.5,2560,1440,1,1,Intel,Intel,124142.4
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63,1.1,1366,768,0,0,Intel,Intel,15930.72
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,2.5,1366,768,0,0,Intel,Intel,43156.8
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,2.7,1920,1080,1,1,Intel,Intel,71874.72
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,8.0,256GB SSD,AMD Radeon R5 M420X,Windows 10,2.0,2.0,1920,1080,0,0,Intel,AMD,39373.92
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14,2.8,1920,1080,0,0,Intel,Nvidia,110017.872
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,2.5,1920,1080,0,0,Intel,Intel,58554.72
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2.5,1920,1080,0,0,Intel,Intel,79866.72
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2.5,3840,2160,1,0,Intel,Nvidia,93186.72
Dell,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,128GB SSD,Intel HD Graphics 505,Windows 10,1.63,1.1,1366,768,0,0,Intel,Intel,39640.32
HP,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,2.6,1366,768,0,0,Intel,Intel,74005.92
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,2.3,1366,768,0,0,Intel,Intel,41558.4
HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,8.0,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04,2.5,1366,768,0,0,AMD,AMD,33513.12
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2.8,3840,2160,0,0,Intel,Nvidia,89457.12
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4,2.5,1920,1080,0,0,Intel,Nvidia,32447.52
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,12.0,1TB HDD,AMD Radeon RX 580,Windows 10,3.74,2.8,1920,1080,0,1,Intel,AMD,93186.72
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2.8,1920,1080,0,0,Intel,Nvidia,128671.2
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,2.5,1920,1080,0,0,Intel,Intel,79866.72
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98,2.7,1920,1080,0,0,Intel,Nvidia,51202.08
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,2.5,1920,1080,0,0,Intel,AMD,42081.0768
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2.7,1920,1080,0,0,Intel,Intel,99047.52
Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.29,2.5,3840,2160,1,1,Intel,Intel,95850.72
HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23,1.6,1366,768,0,0,Intel,Intel,20512.8
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36,2.8,1920,1080,0,1,Intel,Nvidia,133467.4656
Dell,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,2.3,1366,768,0,0,Intel,Intel,40226.4
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,2.0,1366,768,0,0,Intel,Intel,26101.872
Toshiba,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.25,2.5,1366,768,0,0,Intel,Intel,58075.2
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2.7,1920,1080,0,1,Intel,Intel,133146.72
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,2.5,1920,1080,0,0,Intel,Nvidia,63882.72
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,2.5,1920,1080,0,1,Intel,Intel,99900.0
Toshiba,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,4.0,128GB SSD,Intel HD Graphics 510,Windows 10,1.75,2.1,1366,768,0,0,Intel,Intel,26586.72
Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,2.5,1920,1080,1,0,Intel,Intel,72354.24
Dell,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,2.0,1366,768,0,0,Intel,Intel,31168.8
Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35,1.6,1366,768,0,1,Intel,Intel,18914.4
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,2.4,1920,1080,0,1,Intel,Intel,32980.32
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,32.0,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,2.9,3840,2160,1,0,Intel,Nvidia,292986.72
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.1,2.6,2560,1440,0,1,Intel,Intel,111834.72
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920,Linux,2.1,2.5,1920,1080,0,0,Intel,Nvidia,27652.32
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,2.3,1920,1080,0,0,Intel,Intel,63190.08
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2.6,1920,1080,0,1,Intel,Intel,87912.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21,2.8,1920,1080,0,0,Intel,Nvidia,147832.2864
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2.8,1920,1080,0,0,Intel,Nvidia,128884.32
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,2.4,1366,768,0,0,Intel,Intel,35644.32
Lenovo,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,1.6,1366,768,0,0,Intel,Intel,17316.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB HDD,Intel HD Graphics 620,Windows 10,2.3,2.5,1920,1080,0,0,Intel,Intel,31435.2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2.6,1920,1080,0,0,Intel,Nvidia,95850.72
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,163723.5792
HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,2.5,1600,900,0,0,Intel,Nvidia,48484.8
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,2.5,1366,768,0,0,Intel,Intel,38041.3872
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,512GB SSD,Intel HD Graphics 520,Windows 7,1.54,2.5,1920,1080,0,0,Intel,Intel,99633.6
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,4.0,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,2.7,1920,1080,0,0,Intel,AMD,39373.92
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,1.1,1366,768,1,0,Intel,Intel,32767.2
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45,2.3,1920,1080,0,1,Intel,Nvidia,54665.28
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2.5,1920,1080,1,0,Intel,Intel,121318.56
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.54,2.5,1920,1080,0,0,Intel,Intel,78215.04
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,128GB SSD,Intel HD Graphics 400,No OS,1.86,1.6,1366,768,0,0,Intel,Intel,15930.72
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,2.8,1920,1080,0,0,Intel,Nvidia,101178.72
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,AMD Radeon R7 M445,Linux,2.83,2.7,1920,1080,0,0,Intel,AMD,46087.2
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96,2.8,1920,1080,0,1,Intel,Nvidia,101391.84
Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3,2.7,1920,1080,0,1,Intel,Nvidia,41931.36
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,2.5,1920,1080,0,0,Intel,Intel,50349.6
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 505,Windows 10,2.0,1.1,1366,768,0,0,Intel,Intel,23922.72
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2.8,1920,1080,1,0,Intel,Intel,136343.52
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,1.62,2.3,1920,1080,1,0,Intel,Intel,34578.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,4.0,1TB HDD,Intel HD Graphics 520,No OS,2.2,2.0,1920,1080,0,0,Intel,Intel,24988.32
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,2.5,1920,1080,0,1,Intel,Intel,45323.1648
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84,2.6,1920,1080,0,0,Intel,AMD,71874.72
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.05,2.5,1920,1080,0,0,Intel,Intel,68464.8
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5,2.5,1920,1080,0,1,Intel,Nvidia,54185.76
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,16.0,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29,2.5,3200,1800,1,0,Intel,Intel,119347.2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.07,2.3,1920,1080,0,0,Intel,Intel,48484.8
Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.3,1366,768,0,0,Intel,Intel,58341.6
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,2.7,1920,1080,1,1,Intel,Intel,103896.0
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.56,2.5,1920,1080,0,1,Intel,Intel,48058.56
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,1TB HDD,Nvidia Quadro M620,Windows 10,2.23,2.8,1920,1080,0,0,Intel,Nvidia,94731.84
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.38,2.5,1366,768,0,0,Intel,Intel,56210.4
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M430,No OS,2.2,2.0,1920,1080,0,0,Intel,AMD,25521.12
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,2.7,1920,1080,0,1,Intel,Intel,73952.64
